F1_target_variable,F1_collaborative_variable1,F1_collaborative_variable2,F1_collaborative_variable3,F1_collaborative_variable4
0.6609,795.0792,0.8228,0.3173,0.327
0.6608,799.0347,0.8238,0.3174,0.3271
0.6607,802.6979,0.8248,0.3175,0.3272
0.6606,806.1046,0.8258,0.3177,0.3273
0.6604,809.3049,0.8269,0.3178,0.3274
0.6601,812.3477,0.828,0.3179,0.3275
0.6598,815.2931,0.8291,0.318,0.3276
0.6595,818.2051,0.8303,0.3181,0.3277
0.659,821.1567,0.8315,0.3182,0.3279
0.6585,824.2225,0.8327,0.3183,0.328
0.6579,827.482,0.834,0.3184,0.3281
0.6572,831.016,0.8352,0.3185,0.3282
0.6564,834.9061,0.8365,0.3185,0.3283
0.6555,839.2331,0.8378,0.3186,0.3284
0.6544,844.0735,0.8391,0.3187,0.3285
0.6533,849.4984,0.8404,0.3187,0.3286
0.652,855.5695,0.8418,0.3188,0.3287
0.6506,862.3371,0.8431,0.3188,0.3288
0.649,869.84,0.8444,0.3188,0.3289
0.6473,878.0974,0.8458,0.3189,0.329
0.6455,887.1149,0.8471,0.3189,0.3291
0.6435,896.8776,0.8484,0.3189,0.3292
0.6414,907.351,0.8497,0.3189,0.3293
0.6392,918.4808,0.8511,0.3189,0.3294
0.637,930.1969,0.8524,0.3188,0.3295
0.6347,942.4116,0.8536,0.3188,0.3296
0.6323,955.027,0.8549,0.3188,0.3297
0.6301,967.9366,0.8562,0.3187,0.3298
0.628,981.0337,0.8574,0.3187,0.3299
0.626,994.2166,0.8586,0.3186,0.33
0.6243,1007.4011,0.8598,0.3186,0.3301
0.623,1020.5305,0.8609,0.3185,0.3302
0.622,1033.5854,0.862,0.3184,0.3304
0.6215,1046.5898,0.8631,0.3184,0.3305
0.6215,1059.6045,0.8642,0.3183,0.3306
0.622,1072.6902,0.8652,0.3182,0.3307
0.6231,1085.8632,0.8662,0.3182,0.3309
0.6245,1099.0515,0.8672,0.3181,0.331
0.6263,1112.0916,0.8681,0.3181,0.3311
0.6281,1124.7571,0.8691,0.3181,0.3312
0.6297,1136.8123,0.8699,0.3181,0.3314
0.6307,1148.0546,0.8708,0.3181,0.3315
0.6307,1158.3258,0.8716,0.3181,0.3317
0.6296,1167.5166,0.8724,0.3182,0.3318
0.6274,1175.5691,0.8732,0.3183,0.3319
0.6243,1182.4958,0.8739,0.3184,0.3321
0.6207,1188.4163,0.8746,0.3186,0.3322
0.6171,1193.6013,0.8753,0.3188,0.3324
0.6139,1198.5249,0.8759,0.3191,0.3325
0.6111,1203.8987,0.8764,0.3193,0.3327
0.6088,1210.6792,0.8769,0.3197,0.3328
0.6068,1220.0303,0.8772,0.32,0.333
0.6048,1233.2283,0.8774,0.3204,0.3331
0.6026,1251.5012,0.8774,0.3209,0.3333
0.5997,1275.8042,0.8772,0.3214,0.3334
0.5959,1306.5859,0.8767,0.3219,0.3336
0.5907,1343.7354,0.876,0.3225,0.3337
0.5838,1386.9788,0.8749,0.3232,0.3338
0.575,1436.6721,0.8735,0.3239,0.3339
0.5642,1494.1426,0.8718,0.3247,0.334
0.5516,1560.6641,0.8698,0.3255,0.3341
0.5374,1635.7887,0.8676,0.3264,0.3341
0.5224,1716.9038,0.8652,0.3272,0.3341
0.508,1800.1467,0.8629,0.328,0.334
0.4959,1880.1859,0.8606,0.3286,0.3339
0.4881,1946.2068,0.8585,0.3289,0.3337
0.486,1981.6683,0.8567,0.3289,0.3335
0.4898,1990.895,0.8555,0.3286,0.3334
0.4985,2006.8083,0.8551,0.328,0.3335
0.5104,2043.5427,0.8556,0.3271,0.3339
0.524,2094.2122,0.8571,0.326,0.3343
0.5381,2150.9053,0.8594,0.3247,0.3349
0.5521,2208.9575,0.8624,0.3234,0.3355
0.5655,2265.6272,0.8656,0.322,0.336
0.5782,2319.3271,0.869,0.3206,0.3364
0.5901,2369.5659,0.8723,0.3194,0.3368
0.6011,2416.9653,0.8754,0.3182,0.3371
0.6115,2463.0564,0.8783,0.3172,0.3374
0.6215,2509.7808,0.8809,0.3163,0.3375
0.6311,2558.6978,0.8832,0.3157,0.3376
0.6404,2610.2151,0.8853,0.3152,0.3377
0.6495,2663.5901,0.8872,0.3149,0.3377
0.6581,2718.312,0.889,0.3147,0.3377
0.666,2774.7817,0.8908,0.3148,0.3376
0.6729,2831.5703,0.8926,0.3149,0.3376
0.6785,2884.2458,0.8945,0.3151,0.3375
0.6829,2929.1736,0.8964,0.3155,0.3374
0.6863,2967.0972,0.8984,0.3158,0.3374
0.6892,3001.9749,0.9004,0.3162,0.3373
0.692,3037.4214,0.9024,0.3167,0.3373
0.6949,3074.7979,0.9045,0.3171,0.3373
0.6978,3113.4561,0.9064,0.3176,0.3372
0.7003,3151.6265,0.9084,0.318,0.3372
0.7022,3187.0928,0.9103,0.3185,0.3371
0.7034,3217.583,0.9121,0.319,0.337
0.7039,3241.061,0.9139,0.3194,0.3368
0.7039,3256.0298,0.9157,0.3199,0.3367
0.7036,3261.9287,0.9174,0.3205,0.3365
0.7033,3259.5933,0.9191,0.321,0.3363
0.7029,3251.4507,0.9208,0.3214,0.3361
0.7026,3241.1287,0.9225,0.3219,0.3359
0.7023,3232.6978,0.9241,0.3223,0.3358
0.7021,3229.6997,0.9258,0.3227,0.3356
0.7021,3234.4011,0.9275,0.323,0.3355
0.7022,3247.7002,0.9292,0.3232,0.3355
0.7025,3269.4841,0.9308,0.3235,0.3355
0.703,3299.0732,0.9324,0.3237,0.3355
0.7038,3335.5793,0.934,0.3238,0.3356
0.7047,3378.1111,0.9355,0.324,0.3357
0.7058,3425.8489,0.937,0.3241,0.3359
0.7071,3478.0542,0.9384,0.3242,0.3361
0.7086,3534.0054,0.9397,0.3243,0.3364
0.7101,3592.9316,0.941,0.3244,0.3367
0.7117,3653.9224,0.9422,0.3244,0.337
0.7133,3715.835,0.9433,0.3244,0.3374
0.715,3777.1943,0.9444,0.3244,0.3378
0.7166,3836.1118,0.9453,0.3244,0.3382
0.7183,3890.2271,0.9462,0.3243,0.3386
0.7199,3936.8091,0.9471,0.3242,0.339
0.7216,3973.0618,0.9478,0.3241,0.3394
0.7232,3996.7778,0.9484,0.324,0.3398
0.7249,4007.2024,0.949,0.3239,0.3402
0.7266,4005.666,0.9494,0.3237,0.3406
0.7283,3995.3782,0.9498,0.3235,0.3409
0.7302,3980.3096,0.9501,0.3233,0.3413
0.7321,3963.7839,0.9503,0.3232,0.3416
0.734,3947.6899,0.9505,0.323,0.3418
0.7361,3932.5269,0.9507,0.3228,0.3421
0.7382,3917.9004,0.9508,0.3227,0.3423
0.7405,3903.0474,0.951,0.3225,0.3425
0.7427,3887.1819,0.9512,0.3224,0.3426
0.7451,3869.6597,0.9515,0.3222,0.3427
0.7474,3850.0349,0.9518,0.3221,0.3428
0.7498,3828.0518,0.9521,0.322,0.3428
0.7522,3803.6252,0.9525,0.3219,0.3428
0.7545,3776.8003,0.9529,0.3218,0.3428
0.7568,3747.7383,0.9533,0.3217,0.3427
0.7591,3716.6892,0.9536,0.3217,0.3427
0.7613,3683.9629,0.9538,0.3216,0.3426
0.7634,3649.9229,0.954,0.3215,0.3425
0.7655,3614.9573,0.954,0.3215,0.3424
0.7674,3579.4795,0.9539,0.3215,0.3423
0.7694,3543.9001,0.9535,0.3214,0.3421
0.7712,3508.6182,0.953,0.3214,0.342
0.773,3474.0212,0.9522,0.3214,0.3418
0.7747,3440.46,0.9512,0.3214,0.3417
0.7763,3408.2603,0.9499,0.3214,0.3415
0.7779,3377.7017,0.9484,0.3214,0.3413
0.7793,3349.0359,0.9466,0.3214,0.3412
0.7807,3322.4568,0.9447,0.3214,0.341
0.782,3298.1206,0.9427,0.3214,0.3408
0.7831,3276.127,0.9405,0.3214,0.3407
0.7842,3256.5195,0.9384,0.3214,0.3405
0.7852,3239.2834,0.9362,0.3214,0.3403
0.7862,3224.3386,0.9341,0.3214,0.3401
0.7872,3211.5576,0.9321,0.3214,0.3399
0.7882,3200.7573,0.9302,0.3214,0.3398
0.7893,3191.7185,0.9285,0.3215,0.3396
0.7906,3184.1978,0.927,0.3215,0.3395
0.7919,3177.9124,0.9257,0.3215,0.3393
0.7935,3172.571,0.9245,0.3215,0.3392
0.7951,3167.8716,0.9236,0.3215,0.3391
0.797,3163.5305,0.9228,0.3216,0.3389
0.7988,3159.2847,0.9222,0.3216,0.3388
0.8007,3154.8828,0.9216,0.3216,0.3387
0.8025,3150.0911,0.9212,0.3216,0.3386
0.8041,3144.7236,0.9207,0.3217,0.3385
0.8055,3138.6489,0.9202,0.3217,0.3384
0.8065,3131.7915,0.9196,0.3217,0.3384
0.8071,3124.1226,0.9188,0.3218,0.3383
0.8074,3115.6602,0.9179,0.3218,0.3382
0.8072,3106.4441,0.9167,0.3218,0.3381
0.8066,3096.5435,0.9152,0.3218,0.3379
0.8057,3086.0313,0.9134,0.3218,0.3378
0.8044,3074.9722,0.9113,0.3218,0.3377
0.8028,3063.4307,0.9087,0.3219,0.3375
0.8009,3051.4409,0.9057,0.3218,0.3373
0.7987,3039.0332,0.9023,0.3218,0.3372
0.7963,3026.2068,0.8983,0.3218,0.337
0.7937,3012.9504,0.8938,0.3218,0.3368
0.7909,2999.2378,0.8888,0.3217,0.3365
0.7879,2985.0298,0.8833,0.3216,0.3363
0.7847,2970.2917,0.8772,0.3216,0.336
0.7813,2954.9812,0.8706,0.3215,0.3357
0.7778,2939.0723,0.8634,0.3214,0.3354
0.7742,2922.5457,0.8558,0.3212,0.3351
0.7705,2905.3914,0.8477,0.3211,0.3347
0.7668,2887.5979,0.8392,0.3209,0.3344
0.7631,2869.1714,0.8303,0.3208,0.334
0.7594,2850.1289,0.8212,0.3206,0.3336
0.7559,2830.5103,0.8118,0.3204,0.3331
0.7524,2810.3562,0.8024,0.3202,0.3327
0.749,2789.7329,0.7928,0.32,0.3322
0.7458,2768.71,0.7833,0.3197,0.3317
0.7427,2747.3723,0.7738,0.3195,0.3312
0.7397,2725.7979,0.7644,0.3192,0.3307
0.7369,2704.0759,0.755,0.319,0.3302
0.7342,2682.2944,0.7459,0.3187,0.3296
0.7317,2660.5342,0.7369,0.3184,0.3291
0.7294,2638.877,0.7282,0.3181,0.3285
0.7272,2617.3965,0.7197,0.3178,0.328
0.7251,2596.1606,0.7114,0.3175,0.3274
0.7232,2575.2253,0.7033,0.3171,0.3269
0.7215,2554.6436,0.6955,0.3168,0.3264
0.7199,2534.4604,0.688,0.3165,0.3258
0.7184,2514.7117,0.6807,0.3161,0.3253
0.7171,2495.4224,0.6737,0.3157,0.3248
0.7159,2476.6191,0.667,0.3154,0.3243
0.7148,2458.3142,0.6606,0.315,0.3238
0.7139,2440.5217,0.6544,0.3146,0.3234
0.713,2423.2415,0.6485,0.3142,0.3229
0.7122,2406.4795,0.6429,0.3138,0.3225
0.7115,2390.2271,0.6375,0.3134,0.322
0.7108,2374.481,0.6325,0.313,0.3216
0.7102,2359.2354,0.6277,0.3126,0.3212
0.7096,2344.4746,0.6232,0.3122,0.3208
0.709,2330.1909,0.6189,0.3117,0.3204
0.7084,2316.365,0.6149,0.3113,0.32
0.7078,2302.9866,0.6112,0.3109,0.3197
0.7071,2290.0386,0.6077,0.3104,0.3193
0.7064,2277.5029,0.6044,0.31,0.319
0.7057,2265.3613,0.6014,0.3095,0.3187
0.7049,2253.5918,0.5986,0.3091,0.3183
0.7041,2242.1787,0.596,0.3086,0.318
0.7032,2231.0957,0.5936,0.3082,0.3177
0.7023,2220.3218,0.5914,0.3077,0.3174
0.7013,2209.835,0.5894,0.3073,0.3171
0.7003,2199.6084,0.5875,0.3068,0.3168
0.6992,2189.6206,0.5859,0.3063,0.3166
0.698,2179.8447,0.5844,0.3059,0.3163
0.6968,2170.2568,0.583,0.3054,0.316
0.6955,2160.8269,0.5818,0.3049,0.3157
0.6942,2151.5369,0.5807,0.3045,0.3155
0.6928,2142.354,0.5797,0.304,0.3152
0.6914,2133.2556,0.5789,0.3035,0.315
0.6899,2124.2161,0.5781,0.3031,0.3147
0.6884,2115.2075,0.5775,0.3026,0.3145
0.6868,2106.2114,0.5769,0.3021,0.3142
0.6852,2097.199,0.5764,0.3017,0.314
0.6836,2088.1484,0.5761,0.3012,0.3137
0.6819,2079.0396,0.5757,0.3007,0.3135
0.6801,2069.8499,0.5755,0.3003,0.3133
0.6783,2060.5588,0.5753,0.2998,0.313
0.6765,2051.1467,0.5752,0.2994,0.3128
0.6746,2041.6045,0.5751,0.2989,0.3125
0.6727,2031.9121,0.5751,0.2985,0.3123
0.6708,2022.0581,0.5751,0.298,0.3121
0.6688,2012.0227,0.5751,0.2976,0.3118
0.6668,2001.8064,0.5752,0.2971,0.3116
0.6648,1991.3928,0.5752,0.2967,0.3113
0.6628,1980.7766,0.5753,0.2963,0.3111
0.6607,1969.9487,0.5755,0.2958,0.3108
0.6585,1958.906,0.5756,0.2954,0.3106
0.6564,1947.646,0.5758,0.2949,0.3104
0.6542,1936.1558,0.5759,0.2945,0.3101
0.652,1924.4452,0.5761,0.2941,0.3099
0.6583,733.2103,0.8148,0.3156,0.3258
0.6585,741.337,0.8155,0.3158,0.3259
0.6587,749.0881,0.8162,0.3159,0.3261
0.6589,756.4601,0.8168,0.3161,0.3262
0.659,763.4514,0.8176,0.3163,0.3263
0.6591,770.0616,0.8183,0.3164,0.3264
0.6592,776.2951,0.8191,0.3166,0.3265
0.6592,782.1622,0.8199,0.3167,0.3266
0.6592,787.6713,0.8208,0.3168,0.3268
0.6592,792.84,0.8217,0.317,0.3269
0.6592,797.6896,0.8226,0.3171,0.327
0.6591,802.2482,0.8236,0.3172,0.3271
0.659,806.547,0.8246,0.3174,0.3272
0.6588,810.6269,0.8257,0.3175,0.3273
0.6586,814.5284,0.8267,0.3176,0.3274
0.6583,818.3019,0.8279,0.3177,0.3275
0.6579,822.0067,0.829,0.3178,0.3276
0.6575,825.6989,0.8302,0.3179,0.3277
0.657,829.4435,0.8314,0.318,0.3278
0.6565,833.3109,0.8326,0.3181,0.328
0.6558,837.3696,0.8338,0.3182,0.3281
0.6551,841.6929,0.8351,0.3183,0.3282
0.6542,846.3547,0.8364,0.3183,0.3283
0.6533,851.422,0.8377,0.3184,0.3284
0.6522,856.9606,0.839,0.3185,0.3285
0.6511,863.0294,0.8403,0.3185,0.3286
0.6498,869.6788,0.8416,0.3185,0.3287
0.6483,876.9496,0.843,0.3186,0.3288
0.6468,884.866,0.8443,0.3186,0.3289
0.6451,893.4435,0.8456,0.3186,0.329
0.6433,902.6771,0.847,0.3186,0.3291
0.6413,912.5461,0.8483,0.3186,0.3292
0.6393,923.015,0.8496,0.3186,0.3293
0.6371,934.0281,0.8509,0.3186,0.3294
0.6349,945.5172,0.8522,0.3186,0.3295
0.6327,957.4008,0.8535,0.3185,0.3296
0.6304,969.587,0.8547,0.3185,0.3297
0.6283,981.9803,0.856,0.3184,0.3298
0.6262,994.4871,0.8572,0.3184,0.3299
0.6243,1007.0226,0.8584,0.3183,0.3301
0.6226,1019.5219,0.8595,0.3182,0.3302
0.6213,1031.9536,0.8607,0.3182,0.3303
0.6204,1044.332,0.8618,0.3181,0.3304
0.6198,1056.7233,0.8629,0.318,0.3305
0.6198,1069.234,0.8639,0.3179,0.3307
0.6203,1081.9669,0.865,0.3179,0.3308
0.6213,1094.9521,0.866,0.3178,0.3309
0.6227,1108.0963,0.8669,0.3177,0.331
0.6244,1121.1749,0.8679,0.3177,0.3312
0.6262,1133.8724,0.8688,0.3177,0.3313
0.6277,1145.8561,0.8697,0.3177,0.3315
0.6287,1156.829,0.8705,0.3177,0.3316
0.6289,1166.543,0.8714,0.3177,0.3317
0.6281,1174.7928,0.8722,0.3178,0.3319
0.6263,1181.416,0.873,0.3179,0.332
0.6238,1186.3145,0.8737,0.318,0.3322
0.6209,1189.5032,0.8744,0.3182,0.3323
0.6181,1191.178,0.8751,0.3184,0.3325
0.6156,1191.7953,0.8757,0.3186,0.3326
0.6138,1192.1403,0.8763,0.3189,0.3328
0.6125,1193.3528,0.8767,0.3192,0.3329
0.6116,1196.9004,0.8771,0.3196,0.3331
0.6107,1204.4713,0.8773,0.32,0.3332
0.6096,1217.7806,0.8773,0.3204,0.3334
0.6076,1238.2319,0.8772,0.3209,0.3335
0.6044,1266.4282,0.8767,0.3214,0.3336
0.5996,1301.8014,0.876,0.322,0.3338
0.5928,1343.1909,0.875,0.3226,0.3339
0.5837,1390.9398,0.8737,0.3233,0.334
0.5724,1448.5487,0.872,0.3241,0.3341
0.5589,1520.3545,0.8701,0.3249,0.3342
0.5437,1606.7019,0.868,0.3258,0.3342
0.5277,1702.6803,0.8658,0.3267,0.3342
0.5123,1801.1909,0.8636,0.3274,0.3341
0.4995,1894.7544,0.8615,0.328,0.3341
0.4914,1971.1543,0.8596,0.3283,0.334
0.4892,2010.5676,0.8581,0.3284,0.3339
0.4931,2016.0013,0.8571,0.3281,0.3339
0.5019,2025.6069,0.8568,0.3274,0.334
0.5139,2056.1047,0.8573,0.3265,0.3343
0.5272,2101.3677,0.8586,0.3254,0.3347
0.541,2153.5818,0.8606,0.3241,0.3352
0.5545,2207.2881,0.8631,0.3227,0.3357
0.5675,2258.9343,0.8659,0.3212,0.3361
0.5797,2306.5583,0.8689,0.3198,0.3365
0.591,2349.6924,0.872,0.3185,0.3369
0.6016,2389.3057,0.8749,0.3172,0.3371
0.6117,2427.5928,0.8776,0.3162,0.3374
0.6214,2467.4043,0.8802,0.3153,0.3375
0.6309,2511.2102,0.8825,0.3146,0.3376
0.6402,2559.8042,0.8846,0.3141,0.3377
0.6492,2611.7473,0.8867,0.3137,0.3377
0.6578,2665.2056,0.8886,0.3136,0.3377
0.6657,2720.3809,0.8906,0.3137,0.3377
0.6725,2777.3232,0.8925,0.3139,0.3377
0.678,2833.4268,0.8945,0.3142,0.3376
0.6822,2885.8176,0.8965,0.3146,0.3376
0.6854,2933.8916,0.8985,0.315,0.3376
0.688,2978.8928,0.9006,0.3155,0.3376
0.6904,3022.2471,0.9027,0.316,0.3376
0.6929,3064.6123,0.9047,0.3165,0.3375
0.6953,3105.8203,0.9067,0.317,0.3375
0.6975,3145.1353,0.9087,0.3175,0.3375
0.6993,3181.448,0.9107,0.3179,0.3374
0.7006,3213.4063,0.9126,0.3184,0.3373
0.7013,3239.4626,0.9144,0.3189,0.3372
0.7017,3258.0554,0.9162,0.3194,0.337
0.7018,3268.0957,0.918,0.3199,0.3368
0.7019,3269.748,0.9198,0.3204,0.3366
0.7019,3264.9092,0.9215,0.3209,0.3364
0.7019,3256.8672,0.9232,0.3213,0.3362
0.702,3249.655,0.9249,0.3217,0.3361
0.7022,3247.0044,0.9266,0.3221,0.3359
0.7024,3251.4177,0.9283,0.3224,0.3358
0.7027,3264.0081,0.9299,0.3227,0.3357
0.7032,3284.8123,0.9316,0.323,0.3357
0.7038,3313.2375,0.9332,0.3232,0.3357
0.7047,3348.4219,0.9347,0.3234,0.3358
0.7057,3389.4492,0.9363,0.3236,0.3359
0.7068,3435.4407,0.9377,0.3238,0.3361
0.7081,3485.5571,0.9391,0.3239,0.3363
0.7096,3538.969,0.9405,0.324,0.3365
0.7111,3594.7886,0.9417,0.3241,0.3368
0.7127,3652.0073,0.9429,0.3242,0.3371
0.7143,3709.4292,0.9441,0.3243,0.3375
0.7159,3765.6138,0.9451,0.3243,0.3378
0.7175,3818.8516,0.9461,0.3243,0.3382
0.7191,3867.1794,0.947,0.3243,0.3386
0.7206,3908.5044,0.9477,0.3242,0.339
0.7222,3940.887,0.9484,0.3241,0.3394
0.7237,3962.9805,0.949,0.324,0.3398
0.7253,3974.5706,0.9496,0.3239,0.3402
0.7269,3976.8804,0.95,0.3238,0.3406
0.7286,3972.3442,0.9503,0.3237,0.3409
0.7304,3963.8105,0.9505,0.3235,0.3412
0.7323,3953.614,0.9507,0.3233,0.3416
0.7342,3943.0437,0.9509,0.3232,0.3418
0.7362,3932.3884,0.951,0.323,0.3421
0.7383,3921.2908,0.9511,0.3229,0.3423
0.7405,3909.1375,0.9512,0.3227,0.3424
0.7428,3895.3254,0.9514,0.3226,0.3426
0.7451,3879.3818,0.9516,0.3224,0.3427
0.7475,3861.0032,0.9518,0.3223,0.3427
0.7498,3840.0527,0.9521,0.3222,0.3428
0.7522,3816.531,0.9525,0.3221,0.3428
0.7546,3790.5415,0.9528,0.322,0.3427
0.7569,3762.283,0.9532,0.3219,0.3427
0.7593,3732.0212,0.9535,0.3218,0.3426
0.7615,3700.0713,0.9538,0.3217,0.3425
0.7637,3666.7886,0.9539,0.3216,0.3424
0.7659,3632.5483,0.954,0.3216,0.3423
0.768,3597.7446,0.9539,0.3215,0.3422
0.7701,3562.772,0.9536,0.3215,0.3421
0.7721,3528.0205,0.9532,0.3215,0.3419
0.7741,3493.8633,0.9524,0.3214,0.3418
0.7759,3460.6509,0.9515,0.3214,0.3416
0.7777,3428.7014,0.9502,0.3214,0.3414
0.7794,3398.3103,0.9488,0.3214,0.3413
0.781,3369.7285,0.9471,0.3214,0.3411
0.7825,3343.1599,0.9453,0.3214,0.3409
0.7839,3318.7673,0.9433,0.3214,0.3407
0.7851,3296.6489,0.9412,0.3214,0.3405
0.7862,3276.8511,0.9391,0.3214,0.3404
0.7872,3259.3538,0.937,0.3214,0.3402
0.7882,3244.0752,0.935,0.3214,0.34
0.7891,3230.876,0.933,0.3214,0.3398
0.7901,3219.5762,0.9312,0.3214,0.3396
0.7911,3209.9666,0.9295,0.3214,0.3395
0.7922,3201.8088,0.928,0.3214,0.3393
0.7934,3194.8428,0.9267,0.3214,0.3392
0.7947,3188.7893,0.9256,0.3215,0.339
0.7962,3183.3657,0.9246,0.3215,0.3389
0.7978,3178.2983,0.9238,0.3215,0.3388
0.7994,3173.3347,0.9232,0.3215,0.3387
0.801,3168.2344,0.9226,0.3215,0.3385
0.8025,3162.7778,0.9221,0.3216,0.3384
0.8039,3156.7844,0.9215,0.3216,0.3383
0.8051,3150.1296,0.921,0.3216,0.3382
0.806,3142.7275,0.9204,0.3216,0.3381
0.8065,3134.5518,0.9196,0.3217,0.3381
0.8067,3125.6045,0.9187,0.3217,0.3379
0.8065,3115.9255,0.9175,0.3217,0.3378
0.806,3105.5669,0.9161,0.3217,0.3377
0.8051,3094.5933,0.9144,0.3217,0.3376
0.8039,3083.063,0.9123,0.3217,0.3375
0.8024,3071.0269,0.9099,0.3217,0.3373
0.8006,3058.5269,0.9071,0.3217,0.3372
0.7985,3045.5811,0.9038,0.3217,0.337
0.7962,3032.1953,0.9,0.3217,0.3368
0.7937,3018.356,0.8957,0.3216,0.3366
0.791,3004.0449,0.8909,0.3216,0.3363
0.788,2989.2285,0.8856,0.3215,0.3361
0.785,2973.8726,0.8797,0.3214,0.3358
0.7817,2957.9478,0.8732,0.3213,0.3356
0.7783,2941.4277,0.8662,0.3212,0.3353
0.7749,2924.2944,0.8587,0.3211,0.3349
0.7713,2906.542,0.8507,0.3209,0.3346
0.7678,2888.1709,0.8423,0.3208,0.3342
0.7642,2869.1812,0.8335,0.3206,0.3339
0.7607,2849.6025,0.8244,0.3204,0.3335
0.7572,2829.468,0.8151,0.3203,0.333
0.7538,2808.8257,0.8056,0.3201,0.3326
0.7505,2787.7383,0.796,0.3198,0.3321
0.7474,2766.2773,0.7864,0.3196,0.3317
0.7443,2744.5188,0.7769,0.3194,0.3312
0.7414,2722.5544,0.7674,0.3191,0.3307
0.7387,2700.4609,0.7581,0.3188,0.3301
0.7361,2678.3315,0.7489,0.3186,0.3296
0.7336,2656.2415,0.7399,0.3183,0.3291
0.7313,2634.2764,0.7311,0.318,0.3286
0.7291,2612.5054,0.7226,0.3177,0.328
0.7271,2590.9995,0.7143,0.3174,0.3275
0.7252,2569.8137,0.7063,0.317,0.327
0.7235,2548.9998,0.6985,0.3167,0.3265
0.7219,2528.6011,0.691,0.3164,0.326
0.7204,2508.6528,0.6838,0.316,0.3255
0.7191,2489.1868,0.6768,0.3157,0.325
0.7179,2470.2231,0.6701,0.3153,0.3245
0.7168,2451.7744,0.6637,0.3149,0.324
0.7158,2433.8535,0.6576,0.3146,0.3235
0.7148,2416.4629,0.6517,0.3142,0.3231
0.714,2399.604,0.6461,0.3138,0.3226
0.7132,2383.2705,0.6408,0.3134,0.3222
0.7125,2367.457,0.6357,0.313,0.3218
0.7118,2352.1572,0.6309,0.3126,0.3214
0.7111,2337.3538,0.6264,0.3122,0.321
0.7104,2323.0376,0.6221,0.3117,0.3206
0.7097,2309.1904,0.618,0.3113,0.3202
0.709,2295.8027,0.6143,0.3109,0.3198
0.7083,2282.8528,0.6107,0.3105,0.3195
0.7075,2270.3203,0.6074,0.31,0.3191
0.7067,2258.1885,0.6043,0.3096,0.3188
0.7059,2246.437,0.6014,0.3091,0.3185
0.705,2235.0469,0.5987,0.3087,0.3182
0.704,2223.9922,0.5962,0.3082,0.3179
0.7031,2213.2488,0.5939,0.3078,0.3175
0.702,2202.7979,0.5918,0.3073,0.3172
0.7009,2192.6101,0.5899,0.3069,0.317
0.6998,2182.6624,0.5881,0.3064,0.3167
0.6986,2172.9316,0.5864,0.3059,0.3164
0.6973,2163.3875,0.5849,0.3055,0.3161
0.696,2154.011,0.5836,0.305,0.3158
0.6947,2144.7729,0.5824,0.3045,0.3156
0.6933,2135.645,0.5813,0.3041,0.3153
0.6918,2126.6038,0.5803,0.3036,0.3151
0.6903,2117.624,0.5794,0.3032,0.3148
0.6888,2108.6794,0.5786,0.3027,0.3145
0.6872,2099.7439,0.5779,0.3022,0.3143
0.6855,2090.7983,0.5773,0.3018,0.314
0.6839,2081.8167,0.5768,0.3013,0.3138
0.6821,2072.7778,0.5763,0.3009,0.3135
0.6804,2063.656,0.576,0.3004,0.3133
0.6786,2054.4402,0.5757,0.2999,0.3131
0.6768,2045.1038,0.5754,0.2995,0.3128
0.6749,2035.6365,0.5752,0.299,0.3126
0.673,2026.0198,0.575,0.2986,0.3123
0.671,2016.2412,0.5749,0.2981,0.3121
0.6691,2006.2864,0.5748,0.2977,0.3118
0.667,1996.1475,0.5748,0.2972,0.3116
0.665,1985.8141,0.5747,0.2968,0.3113
0.6629,1975.2794,0.5747,0.2964,0.3111
0.6608,1964.5313,0.5747,0.2959,0.3109
0.6587,1953.5671,0.5748,0.2955,0.3106
0.6566,1942.3843,0.5748,0.295,0.3104
0.6544,1930.975,0.5749,0.2946,0.3101
0.6522,1919.3376,0.575,0.2942,0.3099
0.6568,731.7109,0.8146,0.3155,0.3258
0.657,740.1139,0.8153,0.3157,0.3259
0.6572,748.175,0.8159,0.3158,0.326
0.6573,755.8868,0.8166,0.316,0.3261
0.6574,763.249,0.8174,0.3161,0.3263
0.6575,770.2617,0.8181,0.3163,0.3264
0.6576,776.9332,0.8189,0.3164,0.3265
0.6576,783.2701,0.8197,0.3166,0.3266
0.6576,789.2889,0.8206,0.3167,0.3267
0.6575,795.0,0.8215,0.3168,0.3268
0.6575,800.4287,0.8224,0.317,0.3269
0.6573,805.6027,0.8234,0.3171,0.3271
0.6572,810.5522,0.8244,0.3172,0.3272
0.657,815.3131,0.8255,0.3173,0.3273
0.6567,819.9278,0.8266,0.3174,0.3274
0.6564,824.4434,0.8277,0.3175,0.3275
0.656,828.9125,0.8288,0.3176,0.3276
0.6556,833.3865,0.83,0.3177,0.3277
0.655,837.9276,0.8312,0.3178,0.3278
0.6545,842.5963,0.8324,0.3179,0.328
0.6538,847.4554,0.8337,0.318,0.3281
0.653,852.5681,0.835,0.3181,0.3282
0.6521,857.9962,0.8362,0.3181,0.3283
0.6512,863.7994,0.8375,0.3182,0.3284
0.6501,870.0321,0.8389,0.3182,0.3285
0.6489,876.7413,0.8402,0.3183,0.3286
0.6476,883.9667,0.8415,0.3183,0.3287
0.6462,891.7376,0.8428,0.3183,0.3288
